view_count,tag_count,video_id
663971,21,Nitbt0V2FvY
663848,7,lbtcxBd0LFI
663757,21,y0bVbwuFanI
663727,26,IHODl9MppNE
663638,17,OvjZd4ZuwRI
663582,5,OT8AdwV0Vkw
663562,12,hT4XeFjh_0U
663560,5,1kjlxusr_4Y
663537,7,A1OTVN9s4ZM
663476,23,e472W8WnMLo
663402,31,zq3tZuxyaqM
663369,25,1H4uDfC45uo
663343,33,d-kgApji3QM
663160,27,bdwhCY4eNmY
663153,31,VlDG1yK8r64
663141,47,X6bUWzYsgvo
663121,14,GN5N-Yl7Ly8
663061,14,6o7_WQotMrg
662998,22,pLxMFn2rmKY
662851,3,j3a6n_1owPY
662801,17,4s74lAEG7kE
662754,20,q096V2cyXn4
662668,21,TbMwzuedOhQ
662639,4,etnMr8oUSDo
662480,1,rXLK2ygSjTk
662473,24,dGS78GN6Gcg
662457,26,mKPKlNZe7hU
662346,23,zDCXdLfNZCI
662318,18,U0hz7s3sbYU
662260,28,DkMZ0P46vX4
662246,10,CwS-YpfQuU4
662223,3,nY1wU2Yl0go
662185,12,4G1tGuw504A
662135,16,OX1LUiuaAhk
662129,27,ENctLBnLqEE
662106,15,HlkORTHy8DU
662089,1,Qa4RyENNMvI
662023,8,INLA3HNNTAY
662004,33,6UxZkrPLgL8
661982,1,bgq4fw6o8Gc
661788,1,eSxjAZL7cfs
661754,17,cqayRIIhzLM
661713,28,rZChsJ4mMQY
661631,21,7fze_W_JXTQ
661622,29,FFKIrzJTlWg
661579,39,IIPsW5KyWvw
661577,28,RAt1FNaDhOA
661542,14,GJErzI-aP1M
661496,1,Q6smYDu-6tE
661376,1,FQOELluOsYQ
661301,19,6fxPgDXrKdQ
661276,21,D5tTOuiJYKU
661193,16,CIFtDaLcv98
661115,28,zYM0SEi9uNM
661110,24,xE-Dn8q8KiE
661082,26,rkarW7YtdeU
661032,31,4-AT5ARugMM
661015,35,oecyO76UWUs
660878,48,Uj4s08jpqXc
660873,1,3XPpMScKviE
660770,1,wfFazEgBGEs
660666,5,gw-aU0-vfUI
660549,36,OgjDzzMOew8
660534,1,gu2rjukV6Vs
660464,11,PxCuQJqJqN4
660268,27,1QdEYlNOtlY
660247,1,EaGC2TdU1jk
660222,9,rUmZJ7Kn4ew
659975,9,eZ5zDgjmNUw
659913,12,k5pLXi34shE
659888,2,o6mGAjBAcSw
659839,16,4WrxddX6nBM
659803,6,0SSwfpO-xhM
659796,24,gRszqN6rHE8
659580,1,CEfdwNyfCC8
659575,22,BE4r9cvzi48
659541,29,JnKzt6Xq-w4
659479,37,M5VfDtqNMTQ
659479,11,HMGxGa819jY
659407,12,JUk6JiTo0aU
659353,13,lsIIdLVxqpA
659324,5,JjflWus3RR8
659246,2,uJI_ZVWLZO8
659204,6,0fbk8tvdqPQ
659203,20,quCfXrbqF0o
659190,22,3KFBjH7M4_E
658749,22,fb01ds-4IC4
658693,36,78DcSvhF1W0
658664,16,oLq4VpI2UDU
658587,20,GdTs9d1pdNc
658570,21,mubXHn3EhrA
658504,26,LYb9tkR4OsY
658265,38,jUwqV2KxEec
658059,1,xFeJfQC-BdU
658035,37,q3FJqZC7dR0
657981,15,WaPaI1zZfic
657782,21,asY35JA-RFU
657637,23,2p-o5Tr_gac
657620,1,Y1JJt7xHTlE
657509,20,lS-qtkRvwx8
657129,32,6PMODU5dylE
657121,1,8-OKJ3ABV0w
656867,26,xeplzAFVGlE
656801,4,zAxLF1LDhYM
656800,8,4RSq3SX12fA
656748,1,hh9zWOJyOBU
656731,7,jryreyEMC-g
656657,20,yRYkhPBljYk
656580,40,Z494o1lOxwY
656545,1,wZX6IsEFols
656540,25,_-3SMesOhpU
656525,43,qwvRG4oCE1M
656418,1,RK043dRjU_Y
656333,26,VZ9ascT2Rng
656281,28,sfSCbc3F4fs
656270,12,52wR76i0z3I
656262,12,NUnw0OSNUr0
656212,29,4QAtxosuxvI
656195,12,nyCyyf7U-mc
656190,27,7yTu0EsfGKY
656164,25,b7WH30_8vos
656068,21,VRbFlz1BN1Y
656032,21,_09a3_hNIdI
655999,14,QGetF8q2Cag
655989,15,AUBGCtkqdQU
655868,11,q23uQWvmmZo
655833,2,aEOX3OYIkds
655660,7,tV7BRjFzKH8
655638,11,tibIfIEfSlk
655611,7,gcQlJ46Kz3Q
655546,1,Uw2pu29Nve0
655511,1,TwKNVRNIxM4
655486,25,QoozNEVeqpU
655414,20,gdL7Hohrfg8
655380,1,XEtdO5o7oqA
655304,2,qmZuaRy1LuQ
655264,9,Rmix1rCGtyY
655144,6,GhHDuoZZ04E
655106,4,w7yJ4BvPGto
654982,25,EOkAZP1E1ME
654854,26,XhL1KC7l7Xw
654806,41,7K2J-cO_tOI
654775,1,h5QGAgMyKZI
654705,1,QL0d0vdj_DY
654703,8,qkgpHeoDQmA
654676,23,BiTEEEY2HJ8
654638,26,gV4umGz0E9Y
654597,1,PZAWGmSwmws
654583,19,Xj4jD2wbTaU
654564,27,WpX1zuqf1nI
654515,25,ezM1iIMGa0Q
654485,15,xk9idpF5JLo
654397,12,01UfNn2eV6s
654360,29,O-3xQygI-dE
654311,17,2YnsW2hPwTs
654106,9,0RiqaeJAEDk
654063,26,ykliM0-KwCk
654059,25,jrIzvmEfuFs
653984,1,AiaOSGZTwtY
653812,9,LdKAapbdGJU
653806,1,mKdUzvfs3Ng
653762,6,M2NbcPSci0w
653670,13,9voHngZCc3c
653594,16,i05rVRHc9yE
653570,9,b6YEzQXa3yA
653489,14,OD-J8Hav6Vo
653404,1,NGqTzcQjD2c
653386,10,Y7c80OLd3eM
653383,23,_IYVOuLYLUs
653381,30,yAGnBHcyTa8
653291,24,7VI4I8Z4Ax0
653244,26,6pKwWiIVVhM
653241,65,qiC1HPtvxC0
653222,28,2FvJ-Wn0_4k
653190,4,asjXOVgNXkk
653180,19,MnKtDaF1xWk
653164,10,CUN_jqjK0oM
653108,7,LUjbndcQWXA
653063,19,o5BDvcQJvGg
652970,27,FMH059jVn7E
652938,30,LF6y4WAjKYQ
652907,23,bY9DlgdrQM4
652834,18,w1zzOyksUGo
652778,20,_usTzcIDtVA
652729,9,e4pqOrP8a6E
652462,14,XywTV_qjqW0
652424,29,bsCK5_RLZ2c
652362,23,1hn4I0drPMU
652341,21,gP4dN7eAKe0
652335,29,DROjvnApr3E
652308,17,MBrm7BJELng
652266,15,OVneYiQSgLc
652185,21,kic4V8eP_iQ
652027,34,IkBgqWMDEso
651991,18,GsAmCL9YFwY
651839,40,MOJGYhSjMwI
651799,14,qE4xrg0mnto
651708,23,_k_iBW0xLTw
651653,24,vQ-8RtmmVUE
651606,9,xSyM98D3nMo
651602,4,WV3laxTJDMo
651553,19,-g426c86z-0
651521,26,87ipF5E1dmc
651508,9,JolaIw09QmQ
651494,11,5wUBPgpgXyM
651456,2,juGMuIdOgL8
651208,34,fMJFmKRRYIo
651040,20,xXXSWlr6IJk
650955,7,afdZ0kbLwt0
650918,26,UxRZiR5LVsE
650915,14,e3KdMEfhuZA
650840,17,E57HhoDYI_0
650787,13,sGlIzRl8IPg
650779,5,S16XfjWnPJ0
650692,37,j0GXTy3QoBo
650643,1,5DBoZ8YBm54
650623,12,PtWseClmHUo
650577,17,Si8XPw1Z9PE
650566,58,8xnF0CW7EaQ
650524,16,InMrLqru8GM
650503,22,6y8KyCX1378
650392,25,47it9hIC-mw
650237,16,IYzSwDxygCg
650187,23,-gh-b41xnJY
650059,28,tXTc295q4_o
650053,6,SDunCTkergk
649902,1,0khR4GFLt8s
649852,1,-qJfemMyfz8
649779,1,7W9bd1ZiGr0
649762,41,D4TwNKOaGTk
649736,24,nT14_d8I1p0
649595,1,vn3pqUcYhzk
649465,1,q2HSJHOMDyk
649406,1,8INuFvTF5HU
649368,22,CxvMf9PnImQ
649344,15,vtzc3L8Qk80
649318,28,xwHu9xPsE3U
649251,9,WwojCGAofEc
649207,14,yIBoDmwOpMI
649166,19,fgwVjfw4tYM
649150,28,rEJXUZDGxkU
649133,42,s9tyFdMXN-E
649034,24,KjfNI-DboWU
649023,21,opA2cFIXDZ0
648996,19,2Zk_LfPYHcc
648921,5,lEWJvpidWMA
648903,2,2Q_ks7k6HoM
648860,5,5av2TG-6-0M
648777,1,QPBz7p9Jh7M
648776,30,xDBVgQ6dOzU
648757,7,153VhCmsQFU
648745,13,fTyUE162lrw
648504,22,EMsqj4CxSJo
648360,7,nfloirJ4ghU
648339,47,dTvHXM15sDc
648285,13,s68V-K6H1mE
648062,20,wBS9m_jyYp0
647812,22,PNQHuFciLm8
647677,51,2r3eGqLXoyY
647598,21,RFQRM1B2AKA
647555,22,ps8FuWgQ8bk
647480,12,3RO-APzz6l4
647244,15,BsbVPgh9VWA
647199,4,NFkphkSMJ8k
647111,6,4372QYiPZB4
647094,28,QdxIT2681vU
647067,18,rCqFuYvgUqE
647001,40,21Bt43gxLLs
646889,1,9SwFwTrwS9I
646767,22,O6-lOMWvlxg
646687,31,BQM78n_Fv5A
646647,1,XMBEK-PPOsI
646642,32,CQacWbsLbS4
646609,20,_KduJaDFnlE
646409,45,58s1hlUykyU
646263,20,ePZP3SAGkrY
646175,6,XU2goN_uQlI
646147,1,Wz13LQiGeBs
646129,14,DB8x81nL8B0
646129,1,tpSqIx_gDMA
646116,1,gMZSm5xkTcA
646066,1,KXmuE32sNns
645976,29,6mshEgt6i-k
645938,16,c2xjghmG7rw
645883,1,fF6YcUMNtv4
645870,14,jDybWHAs7Rw
645854,1,ngFwbCwXl70
645793,17,7maQXxDx3Zo
645769,27,D0fB0b3MsuY
645698,20,mTQT09oIUYI
645681,19,Uebto73ZUFQ
645661,29,dpZ8U8y-tpw
645617,38,KHWCsNylkZo
645580,33,8RRZjitMNHE
645558,23,MIyXkbMSYHM
645474,30,Zfig_x7EoQ4
645305,25,d258xrS1N7s
645267,38,uV-_ykD11dI
645152,15,9x-iR9CTzRI
644742,25,x6cuqmTh7L4
644696,27,Zk9Id7sx3t0
644632,15,9FTeMGUnWzc
644532,14,E4_5HNMLkIk
644519,1,ByW4qeLrgqc
644458,24,MMpKHjAtRRc
644347,1,Ka5_dEzMmM8
644309,1,iuhcx40eXVc
644302,40,Aija5Zh_cF4
644219,1,O2tXLsEUpaQ
644217,1,Lywfw1R9XLM
644190,19,KD5_ZdgVVGE
644125,28,vOg3Qpyw-g0
644082,5,tJ0LcLP-X08
644050,10,7mgY9iE1BwQ
644049,30,2M2dF_21ANc
643982,14,cVRBVoL3yRU
643940,3,k5s1cMNTmGs
643924,1,o78HcBmKoqE
643832,23,Vx4WCpwxq0o
643832,24,qXPIHqjH-H8
643743,47,uBtK538BAGU
643570,42,t-RASabooQA
643454,38,-q93Wv0nJfE
643448,28,tx5zTPQ552g
643342,4,TN4vchwDWOs
643317,23,-DvFZcC6v30
643316,8,ZCh-Y8kt2Ts
643301,10,caE4eUlQzgI
643299,15,k6jsPm_Aep0
643280,58,Vmtf_rppRJo
643239,31,o3qcNik2LVU
643118,25,76UCwXx9TZU
643087,27,4P9K55yPcBw
642931,31,FpMVBqSWbsA
642914,26,0VNQ6_hSA8o
642911,38,0mpMj60uK_o
642712,32,F74Qm2p9Y4A
642634,10,kb81FbMBU28
642552,50,OSztZu__b6I
642542,42,fKQgWuKd0Gg
642531,23,5xMgoqMJuEw
642476,1,Dw2TujVkJXM
642461,19,qyTr8hDDvkg
642439,15,IFYysfd8ouI
642435,23,MepOqj4OXa8
642434,24,SJplE3R6xAM
642423,24,z6a58htaQiQ
642315,26,V2crX3I8G8c
642302,1,qg98fbZUHJI
642224,23,V0NvijWPpq8
642036,25,Wi8yHbIkQKA
642033,1,AmWcgZVpbGw
642029,22,KKP9YzK6zUo
641891,26,tJbsP3CANNI
641776,49,huCwXHW80KM
641762,8,hkivQ20J6WY
641731,27,larBqTjA7-g
641699,18,NfNtUc22GpQ
641691,11,LMdo2bxg-r8
641670,2,kbHzrTT4D6Y
641651,34,gP0cHbwv1jA
641396,20,Lb16CEhqDnw
641257,19,5zsGgDNBqpk
641255,23,5XkhRiQBu0g
641122,1,kqO7CohAfYU
641121,35,yJFmWR0xQ8Q
641098,35,cMC17i-FaRo
640990,25,6QgR6Tjle7g
640973,31,hx2LEqTQT4E
640941,4,ZLF7yife8YE
640845,31,Md3aV46Ca-U
640791,12,_kjsyd1xuwA
640732,33,gzAoi9Xdm-A
640667,10,ldM8-qSvJ1w
640631,19,2rHeAFBZpdo
640607,35,sYn_Heq8HHI
640593,7,9v7-8ltu7cY
640509,57,cqYefPrvEhI
640404,1,-lArEvBJcUk
640179,1,0_KmOJZWNSA
640167,1,kRp9otmtTxw
640160,5,6hH7LWU90Pw
640030,28,n_3YkTqa_wo
640016,33,Azd2h8XmMNQ
639984,31,53LfL3gPGSc
639859,4,zoLDy8VTD0k
639755,6,2sz2o6OEiQg
639735,5,MaaHpMY51oc
639728,26,WLedHFZ-EQk
639661,28,1paAv754cPE
639618,22,oIB07o6kNhA
639610,2,wJsEYnHjR8A
639590,1,73nxUFp71uc
639563,1,1ZrKJ--kAX4
639538,3,Nbsg62tx-kQ
639500,22,9hsxywyZXtk
639498,17,MCYHEsg61Kg
639478,20,ZjQ9vcQ81eM
639466,31,lszrZH41oLA
639419,17,FTeJzAcmyZI
639266,3,S_Y6Adi53lc
639169,28,9geUMXukevM
639077,24,j8Zx28Gebq4
638889,10,3Za2Am0nomw
638872,6,G9W8CSckzAc
638859,19,44ETB1Igoso
638859,27,vgRZPiJeKbo
638749,32,cxwUIsWlbQ0
638674,1,GJYSk_SxqV0
638666,16,dDMplXKlz6E
638469,30,x_GZLAMHvgk
638397,9,UjAqd7gnzdE
638304,1,a5Wd9ciTmTI
638187,8,BEdbQThYZIk
638177,4,a6sd3gtkGyg
638063,1,Dl61bPhWd-g
638059,30,6KWU0H0NeWk
637692,27,WTXF6ZSU7iw
637614,14,5NLKL_btjRQ
637533,20,DJ28BGbirV4
637503,8,l8dXvg1br3k
637486,10,3gafJqlFXTc
637416,21,IPM8HNoZ7k8
637403,21,zcVP2a9cCFw
637274,1,thVW2kTD3XY
637225,3,5qf_Feq56Jo
637205,22,6bFc8z35sk0
637158,30,rISdy1zQRtE
637120,31,rMylf4uX_d0
637091,1,RDn8SfLlbKI
636869,30,5bhYhHhcAcw
636792,22,ca8o3RcImWg
636767,26,jCcdqeXGNTE
636756,23,8A3mveYm1NE
636621,8,iuVgWGpmRlM
636610,15,FfGaoUu-xYY
636544,4,YHfdjtFBXZg
636401,1,5h7EUHstyn0
636353,13,kBArlifCKgo
636265,1,Z95N_bmE8Nc
636234,1,u39NVFitKIs
636230,9,FLesak_unOE
636102,4,IkGXfOZc-9U
636076,12,88D126rXqb0
636056,38,NncwTONuP4c
636000,28,P4J3Z9xgjWQ
635915,9,_odHWsYOm2k
635798,23,_73UBoDZDLo
635765,7,sehyLDPeB6M
635619,23,zbXLgLG4u54
635426,4,ZaHge05ZqnE
635193,19,t6S2boemypI
635161,22,Y6AKhe1qzyM
635084,26,qgXPO2r8uZU
635021,12,8WrMirXxinM
635006,23,d6ETpqmFdVw
634915,6,8r1i4auQ3Do
634850,11,Xz-Id5ZNopM
634796,8,GDAvaHnVc9g
634777,27,5CyzLAuC30M
634761,28,XpqK9pjkxhU
634736,14,e_mB2kbAWOA
634645,29,G0Q4UAiKacw
634541,5,7nKk3mAYd3s
634505,21,jcjUMod_v4c
634468,3,qC5h9zcHmPA
634465,13,eMnP1nBH5r8
634371,1,D3LnWLkbbHI
634282,17,Rm4nXErG6Wk
634246,19,PN4kSFKPq6Y
634159,14,sMHDkx0hUG4
634159,31,OCFYqOS2Z_s
634158,4,7Y6_cmIWj2c
634140,34,1axAopUOZGc
634087,4,0BBw8q_4Xj0
633939,15,-YrK6IY-4-o
633934,7,CEg30z7cO-s
633862,22,rgjIJwT5pbk
633846,21,kvf-9VGspmY
633649,26,W9rhJ4ckmeQ
633647,24,cpX2FxBqYvU
633563,34,aJprjA8m1pQ
633492,20,H6E9t2j_whs
633386,11,4T0CNeIW5m8
633214,33,7J-fTgMs1ls
633195,18,RBajScU7VUg
633054,27,6G2qjI3o0dM
633035,25,OmQNfp7izT8
632953,20,q5Lo38mEP_k
632762,24,LaK3018W3To
632694,17,dxK3ZO4Qd0w
632675,22,fMPJ1uEfWz0
632624,1,hlFsGlIE92Y
632566,31,DiP5eorRbzo
632475,28,XP07TaWDnl0
632473,9,_j3sfVoKRqU
632416,23,qReuxmqaKfU
632383,26,1vurgeAkIxY
632288,12,ekW7LsAOgyc
632087,1,ZBYoSW7GRPs
632056,26,ZpJ7tO0ZpPM
631985,13,ZyTzXbmDY3g
631911,33,F0dfaONvhCQ
631875,8,AXdaHVtSFBM
631761,20,6Hw3xc7KKyM
631731,9,htQrQo0ofA0
631721,18,rk4cpQi_lg4
631641,23,5G9TZJvLow8
631594,1,Bvp2O9jLK3o
631468,17,DX4zSRLsLg4
631392,10,319QDC2v8b8
631240,20,uJmUlpDaGaE
631120,6,8PdALnrD05Y
631096,40,hwmeFrny-s8
631085,26,XgvYZLZg0Zk
631061,13,jyzcc7xlePo
630995,24,rnr4T-pB-vg
630984,21,577m4kInIwM
630958,26,I6xvvJr9yQY
630796,27,-mU7rEpAe10
630781,8,0z6aY_AsoRM
630775,24,uwhzt5ZeH8U
630716,41,ygWA9dy6Q24
630610,16,qxSSKKf9S9s
630524,33,jfjs0MNpf8c
630469,23,vxCfMUoBVpI
630378,20,KgTGR71IzvQ
630275,1,9CD9jduZS94
630244,1,m7T5n0OJNs8
630194,1,u0RtFobm4uU
630086,19,Gw5dhfF-t2s
630076,36,l6H4EBuQRHM
629983,2,EiPorieqCvM
629877,20,ZQWVzoKo-HA
629689,28,GSqBP550t8c
629558,22,U7CCq4oBgw4
629489,1,Nf3kDoi85ts
629398,36,b1bxKAfKuZI
629383,16,Mt6dWcfgA6k
629258,27,Nqqoh-AQze8
629198,12,sWdSNicgUKk
629157,25,Mn6y3dsKTWU
628948,5,D9od6OlaPgc
628940,17,GcUyE1G92fI
628919,20,eDwA61Snc4A
628904,11,CqRKOY4Cgvw
628880,1,teEhI0BCylE
628743,8,IMSYyb5U-9g
628723,20,Cmlwr-qFQeA
628719,31,jW6aSuuJBUg
628679,1,Z4TXCZG_NEY
628642,1,VYS-vNmnrcE
628640,1,u6g41E3RaYo
628400,15,PIzsExHfdlQ
628355,1,es0Lu7Ercy0
628333,1,myKF-dTaDjA
628326,17,ALoA5_E9LVM
628323,25,RjHK4Q-odkU
628233,18,j8oD9jlCFJw
628222,28,tjmzfOUOw08
628183,5,IXu7yKUmBEw
628070,32,nz_-OfI-lMw
628064,27,F550jL4zgXc
628009,1,73odiPIbouk
627972,1,EeWoGD3hKE0
627926,25,kqDwcjF5gW8
627846,18,6vVJtUHwHOA
627752,21,tAgfu4zX0wg
627696,23,t-Y-1Ki6LEk
627655,37,LzRC6zTr5go
627557,31,d6rZH_sQ_Lc
627401,25,8UvYexEDJLk
627358,25,7ahHUgxTMHg
627322,11,QlO73wverVE
627297,21,-HfHAazNM3Q
627203,19,b164Zzw6l_I
627015,21,G-FHXF3wYBs
626985,18,gemtOrb4xEQ
626983,8,8z2kyyUh4hQ
626845,30,bWQaAkYgftY
626706,1,fQRfqeBt6YA
626676,1,T1JuxPekGMk
626644,18,HRqRGQ8jD_4
626626,25,HSiA6MkuxV8
626585,18,X4Vttu01H10
626561,26,1EA2GfMZjvs
626454,2,LUlDUYmTFCQ
626394,27,gSgtZQGPh_U
626359,15,8dFIKNZ6X2k
626254,4,FG-TrnwH4iQ
626190,32,N9r3dUgfs-c
626093,13,Rr0PGsnuCj8
626065,24,u_x5rP5_fLw
625862,2,13scURh6V4E
625854,18,kLU9qXOQZ9A
625801,37,ZNk8YkyzL7g
625742,38,BTjckMl7AIw
625727,35,qNXAVM4NkcM
625702,10,fK2axtIDo1o
625577,2,4zFiR__fA-4
625514,26,l3aWuWZL8x0
625487,4,Cc6CL-H6Pi0
625434,24,daquswAazJM
625395,26,BLgjkzv7oqc
625370,28,g9pyKmmF3VM
625350,15,rmXjpKg1rjg
625349,15,TS4GmvA4eHg
625243,1,31b_I2wQtf8
625219,25,-4zJuOllXcY
625204,15,r9qXNg0QJwI
625146,9,i1DP5xpM3Y8
625145,31,E0WRQpjckYg
625033,9,yHNjK3oQ5U4
625016,28,Op2C94tcosc
624798,13,wDdt0i7_Tc0
624782,1,kTQAnLyl5Jk
624774,23,AyFCiQSIdvo
624709,22,7UJppqooed8
624681,9,1mNX1pPXrTg
624630,12,5WN5VcevI3c
624544,5,_9JiBWwW3VE
624457,15,yDy91-8Ihu0
624419,20,zW_DDebgIC4
624394,26,AdVBRT5ofM4
624334,18,K78Z4M2vcwE
624320,21,RR0pdR31Rmk
624281,24,TPOiMKErmrc
624264,2,Hu7xgdLIR8M
624182,7,Ga4y23okIKc
624163,23,W0EczQXYT7k
624104,31,_qB-JsmQBto
624101,3,TbHdrC-ZkbQ
624080,20,zuiZqgcaXSY
624044,20,PGRvVffEgV4
624028,1,yRV-5EBErEc
624021,7,ACWdreL1TWI
623979,32,zPfaUcElZl0
623958,6,7ynupYBLlyA
623838,1,fon5CQxILvI
623800,33,4csTKrHObtg
623739,17,rjnTAUHgxPE
623641,1,qpFeMOccLho
623533,29,whs63HyYcT0
623524,30,MqGTrsWHTlA
623491,7,e0qliPJnNOw
623429,21,0c-YHVxgu6A
623418,13,uCvjo5OG7zs
623286,22,NqVS70vcg60
623244,1,IYOQi5caOME
623190,1,Na811tR1gFQ
623176,34,9piuglwwlwk
623151,27,66x9mklmTOA
623094,17,Z3D4DID6Tig
623009,30,MxyHR3qihpE
622891,17,zRImtbX19X4
622786,1,_Fmj4E_7zD8
622649,39,k3rNDTz-boo
622438,16,kA5vzDPa0Is
622430,1,HQ92dM6MYSY
622421,7,n9Ch7nP7suA
622359,20,0DSO5Khbi1s
622256,4,jT8iqh5RFts
622196,1,kUdJmJ-zRo0
622177,22,zal_TKDTJOk
622066,26,tO6OQYIZww0
621669,6,ZjUvXWg2_fE
621629,19,VrqsHxuGpZU
621601,4,yEEy4kidPFg
621561,25,bJEy09Sm37Y
621538,23,emRJaItlbC0
621445,4,XDnC2BU4Im0
621396,1,V5JonemNxpQ
621376,35,aHv5ogPJ4dQ
621209,9,KbbPZDpAgW4
621104,1,V0Xx0E8cs7U
621098,24,l9nXRWAlgw4
621096,1,epx7hTb3mIw
621083,29,Ney7w6kYWRw
621075,25,Gz1RtbBqh_A
620992,5,z84NDl9eNXg
620972,28,5o4saOng4t0
620942,28,Sfw9n2ktX9k
620903,28,a8pBpyC6OLA
620707,1,7gfpffGUp3g
620693,7,S3F1vZYpH8c
620621,18,UffOtCb-jCE
620551,10,C4wvd0G5pZ0
620526,23,oeu2Yb55DuA
620477,30,xqVIDt0ibGE
620452,4,kFn5MGrJ8wo
620436,26,ubhuF2LnpN4
620400,32,hFLopMOIjc8
620341,17,IBq0-jUIygI
620339,6,hid7EJkwDNk
620321,5,A5cZJF7sW1A
620257,12,JKDD-swdhfY
620120,1,B7Ivkss15NA
619968,11,mluq0RRU3qs
619917,1,AqOlLGflG3U
619854,16,vugmtymyFM4
619680,42,2iWpecu2CzI
619668,29,SISXtck01iw
619643,20,9imBIUox8Os
619368,21,qa5s5trl9iI
619207,1,q7WgWXHF_oI
619186,1,H105eoSYILg
619149,1,-4A3lQBM80o
619097,20,sP34LBfpsso
619041,13,JW7PV8cfiiM
618914,7,OD4I-mYSnZo
618743,8,en-nSNXH2Pc
618711,30,cEfsl5S2J6s
618701,8,RbXJHO1as2g
618667,22,bVl4kmEFNG8
618592,12,_NLP2Gm4Dok
618501,10,Kn5OyOX5IiY
618191,29,-sbEujudZ8s
618166,30,hoHvpS2x8us
618122,15,LDNEMOlkaw0
618079,1,4HkvC7dmIdU
617919,28,yvz9o9PhMa0
617917,1,TSrilpVTb-w
617803,1,_sPcbDmGKy0
617722,1,Vw7PCLrLGVk
617666,11,k59lKDCcrAM
617621,24,BSeInoQgYDQ
617506,6,xksOZCIa0jI
617353,10,IeFpgKdSj1w
617308,35,VDjTS3Ue1zs
617216,2,U5EnWA9-Iek
617210,21,pHkfuwiyY1g
617199,9,JAYgsainb0I
617199,27,YI2Mzp3Q6dU
617187,41,NiDpsamwnJ8
617175,37,5KwigqrtfS8
617104,11,G2McoJj5qsw
616988,12,mKbuNwS-gaI
616955,32,mzWCi6vYSb8
616940,24,dhg_ymJwRI8
616904,1,nFJxOZejz4M
616863,1,nSISNWAku9Q
616758,26,BHLIBQJIu6o
616692,27,UR3QpKEN7jY
616509,37,2YI0Cpf2qBw
616281,6,co836z4m8-o
616254,20,Jgf0C7jJIoQ
616174,1,qXJ0FRHHEZI
616164,28,IzoHFQZIaic
615807,14,BFrp8gPLObQ
615801,14,P9vwbbTgkzc
615757,7,cIw4vAXikgg
615707,18,TENglVcYKdw
615488,23,mbhm-pfroDo
615428,28,HQOZZSQlBJI
615412,10,Y1-RfpCSJ-s
615299,20,LXh0Pzw3LVc
615244,19,udEUpC8cieU
615214,10,2reeyhELim0
615200,43,vMfaUNMJG6Y
615091,6,OdGwK1qtUsE
615041,7,ORDK1XQToAY
615025,11,7kefc6zGj3Y
614963,1,4RD4XhtHWT0
614916,1,UVMcjxW68Bc
614792,16,DRM2Tc84rb8
614767,6,NOzd7vFfP0k
614684,1,Y2dXMKWpwj0
614567,17,7i6WOceroyU
614379,34,3WiyEXRoR7A
614358,22,LybbVRYeLzk
614263,19,-MYKFOp9eq0
614166,1,_BMLHC6oNzY
614165,14,fkOrw1TdPh0
614120,35,4g7-cwQzZA4
614119,45,PvvB7yN8cDk
614072,15,kYy-qJHLD4Q
613976,26,rdaL_GjgAws
613878,35,Dy7x0yk_mlo
613825,8,mkN-8aSSMzw
613772,20,uAqjm1PcoSI
613685,27,k5jNq6VJ10M
613682,27,6mXGt0iw-9E
613620,11,hxH1f9CPgeM
613337,26,nU9ajP6qCGw
613232,11,IVLpjyGeGko
613216,34,qYSGGWl8s-I
613177,1,RBBv-JT0-gE
613065,28,ksKevZ88ePY
612959,2,CY8vlp-wZZo
612929,5,Si1zwxW-Cfs
612832,1,38TEd55NcXs
612828,31,uk1XCWwsLXI
612701,4,gsQHzPyv5uM
612681,2,-BdZPFzH2JY
612479,4,6bM3L296ZNw
612423,12,3l96JdiSW8U
612377,22,tKXw_8aZ_BA
612208,25,LrDJXIQ_-eg
612176,27,byXIz5Og0Cc
612160,9,t3xCtptN2-8
612105,8,SiOYt5xiX3U
612097,2,P7GKK3liv8M
611947,18,EzmWaFzqMgE
611924,4,YqnxR2tbdVs
611907,10,JfWYxj0zIxw
611896,37,H0om2qHS1o4
611813,1,H4kYlwQtM9s
611808,25,A1RpqTdFI7U
611785,26,XD2eRIgBgI4
611765,37,EPTISdvyPiU
611728,26,OtPdL94GG-g
611709,1,BkkBNCSqdnM
611700,1,uyZGZF8Nv_g
611654,23,gRa8yyQ4iBo
611650,12,kEjU35riDt8
611650,1,1F-6h50Y3q8
611638,7,kNCc9Ajipjo
611630,1,CIwI7Q1YDgs
611530,13,jXVTJNsNnDA
611388,1,8G-FKgXqowA
611352,23,Pj6KWCk2TNM
611330,11,S9BfMdmT-SI
611221,1,b2gPiRNfask
611127,6,a15czI9B91c
611082,6,EzsuUDPYF3I
610964,3,UyHwAGaJ58k
610931,30,ymZqm2HtJrA
610885,26,d8V9ZaSq9Oc
610866,1,9A2pr6TQ0-8
610845,20,u58gdiWGQks
610612,32,Zx7r9k3RzM0
610546,13,LpiBhOQrtPo
610517,7,C2nKBuMDzbM
610434,30,rfY_9tse3qI
610272,22,vBPFdmotU_4
610136,28,1S3J1d9BpUo
610068,30,jT845Us8YVg
609989,34,S1ctodleMSk
609979,1,vUyV96_A9Ho
